'MANUFACTURERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
2,'1998-11-03',89097,133872.16,'Automatic EOQ Inventory purchase',1076
2,'1998-10-13',73735,139877.97,'Automatic EOQ Inventory purchase',1056
2,'1998-09-30',88873,-144993.83,'Automatic payment of bills',1036
2,'1998-09-05',87295,-144459.73,'Automatic payment of bills',1016
2,'1998-09-01',51512,144993.83,'Automatic EOQ Inventory purchase',1036
2,'1999-02-01',87295,24457.95,'Automatic EOQ Inventory purchase',8159
2,'1999-10-28',73735,-75952.73,'Automatic payment of bills',1289
2,'1994-03-15',15293,-7670.33,'Automatic payment of bills',36
2,'1996-12-13',88873,-60713.41,'Automatic payment of bills',604
2,'2000-02-11',29387,119420.22,'Automatic refund for overpayment',1363
2,'2000-02-04',15293,150128.61,'Automatic EOQ Inventory purchase',1414
2,'2000-01-12',22343,-119420.22,'Automatic payment of bills',1363
2,'2000-01-08',22343,149716.07,'Automatic EOQ Inventory purchase',1388
2,'1999-12-14',51512,119420.22,'Automatic EOQ Inventory purchase',1363
2,'1999-12-06',29387,-94278.58,'Automatic payment of bills',1338
2,'1999-04-08',22343,66.05,'Automatic EOQ Inventory purchase',8182
2,'1999-11-03',29387,-70187.2,'Automatic payment of bills',1314
2,'2000-01-18',51512,122994.92,'Automatic EOQ Inventory purchase',7238
2,'1999-10-05',87295,70187.2,'Automatic EOQ Inventory purchase',1314
2,'1999-09-20',22343,75952.73,'Automatic EOQ Inventory purchase',1289
2,'1999-08-31',15293,-129706.58,'Automatic payment of bills',1264
2,'1999-08-08',87295,-134745.83,'Automatic payment of bills',1239
2,'1999-08-03',29387,129706.58,'Automatic EOQ Inventory purchase',1264
2,'1999-07-20',15293,-127808.82,'Automatic payment of bills',1214
2,'1999-07-09',89097,134745.83,'Automatic EOQ Inventory purchase',1239
2,'1999-06-19',51512,127808.82,'Automatic EOQ Inventory purchase',1214
2,'1999-06-10',22343,-141251.96,'Automatic payment of bills',1189
2,'1999-11-04',51512,94278.58,'Automatic EOQ Inventory purchase',1338
2,'1997-04-06',73735,-70421.46,'Automatic payment of bills',676
2,'1997-09-05',29387,-88264.41,'Automatic payment of bills',776
2,'1997-08-17',88873,-82807.39,'Automatic payment of bills',756
2,'1997-08-05',89097,88264.41,'Automatic EOQ Inventory purchase',776
2,'1997-07-19',87295,82807.39,'Automatic EOQ Inventory purchase',756
2,'1997-07-03',29387,-92106.23,'Automatic payment of bills',736
2,'1997-06-11',15293,-81621.25,'Automatic payment of bills',716
2,'1997-06-02',88873,92106.23,'Automatic EOQ Inventory purchase',736
2,'1997-02-02',29387,-60482.04,'Automatic payment of bills',638
2,'1997-09-19',87295,89412.25,'Automatic EOQ Inventory purchase',796
2,'1998-08-09',51512,144459.73,'Automatic EOQ Inventory purchase',1016
2,'1997-05-17',88873,-92599.62,'Automatic payment of bills',696
2,'1997-03-16',29387,-52832.04,'Automatic payment of bills',655
2,'1997-03-10',88873,-73883.81,'Automatic payment of bills',621
2,'1997-03-04',29387,70421.46,'Automatic EOQ Inventory purchase',676
2,'1997-02-11',22343,52832.04,'Automatic EOQ Inventory purchase',655
2,'1997-02-07',73735,73883.81,'Automatic refund for overpayment',621
2,'1997-01-06',87295,-73883.81,'Automatic payment of bills',621
2,'1997-01-04',87295,60482.04,'Automatic EOQ Inventory purchase',638
2,'2000-02-07',22343,-149716.07,'Automatic payment of bills',1388
2,'1997-05-14',89097,81621.25,'Automatic EOQ Inventory purchase',716
2,'1998-04-14',22343,148308.64,'Automatic EOQ Inventory purchase',936
2,'1998-07-14',51512,136838.6,'Automatic EOQ Inventory purchase',996
2,'1997-04-19',88873,92599.62,'Automatic EOQ Inventory purchase',696
2,'1998-07-16',89097,-135613.17,'Automatic payment of bills',976
2,'1997-10-20',87295,-89412.25,'Automatic payment of bills',796
2,'1998-06-05',15293,-142304.82,'Automatic payment of bills',956
2,'1998-05-08',88873,142304.82,'Automatic EOQ Inventory purchase',956
2,'1998-06-17',88873,135613.17,'Automatic EOQ Inventory purchase',976
2,'1998-04-10',29387,-116064.95,'Automatic payment of bills',916
2,'1998-03-19',73735,-82326.89,'Automatic payment of bills',896
2,'1997-12-08',22343,-94540.22,'Automatic payment of bills',836
2,'1997-10-20',73735,79274.19,'Automatic EOQ Inventory purchase',816
2,'1998-05-19',89097,-148308.64,'Automatic payment of bills',936
2,'1997-11-23',88873,-79274.19,'Automatic payment of bills',816
2,'1998-03-09',88873,116064.95,'Automatic EOQ Inventory purchase',916
2,'1997-12-13',87295,87288.14,'Automatic EOQ Inventory purchase',856
2,'1998-01-12',29387,-87288.14,'Automatic payment of bills',856
2,'1998-01-16',73735,78183.37,'Automatic EOQ Inventory purchase',876
2,'1998-02-13',51512,82326.89,'Automatic EOQ Inventory purchase',896
2,'1998-02-14',88873,-78183.37,'Automatic payment of bills',876
2,'1997-11-15',22343,94540.22,'Automatic EOQ Inventory purchase',836
3,'2001-12-05',89097,2816.17,'Automatic EOQ Inventory purchase',8385
3,'2001-10-07',73735,-12142.55,'Automatic payment of bills',7718
3,'2001-12-02',89097,-3038.3,'Automatic payment of bills',8366
3,'2001-11-29',15293,-8686.27,'Automatic payment of bills',7743
3,'2001-11-15',15293,-1304.91,'Automatic payment of bills',8347
3,'2001-11-05',87295,3038.3,'Automatic EOQ Inventory purchase',8366
3,'2001-10-30',29387,8686.27,'Automatic EOQ Inventory purchase',7743
3,'2001-10-18',15293,1304.91,'Automatic EOQ Inventory purchase',8347
3,'2001-09-30',73735,-3921.46,'Automatic payment of bills',8327
3,'2001-09-29',51512,-11664.23,'Automatic payment of bills',7693
3,'2001-09-12',15293,-1847.62,'Automatic payment of bills',8308
3,'2001-09-02',51512,3921.46,'Automatic EOQ Inventory purchase',8327
3,'2001-09-02',88873,12142.55,'Automatic EOQ Inventory purchase',7718
3,'2001-09-02',89097,11664.23,'Automatic EOQ Inventory purchase',7693
3,'2001-08-18',88873,-11596.23,'Automatic payment of bills',7668
3,'2001-08-12',29387,1847.62,'Automatic EOQ Inventory purchase',8308
3,'2001-07-25',51512,11596.23,'Automatic EOQ Inventory purchase',7668
3,'2001-08-13',73735,-2377.57,'Automatic payment of bills',8288
3,'2002-03-05',88873,-11757.52,'Automatic payment of bills',7818
3,'2002-05-16',15293,7974.43,'Automatic EOQ Inventory purchase',8491
3,'2002-05-10',88873,-9848.14,'Automatic payment of bills',7893
3,'2001-02-18',29387,230.93,'Automatic EOQ Inventory purchase',8189
3,'2002-05-08',88873,-8288.29,'Automatic payment of bills',8469
3,'2002-04-14',89097,-7181.09,'Automatic payment of bills',8447
3,'2002-04-11',88873,8288.29,'Automatic EOQ Inventory purchase',8469
3,'2002-04-10',29387,9848.14,'Automatic EOQ Inventory purchase',7893
3,'2002-04-02',73735,-10835.05,'Automatic payment of bills',7843
3,'2002-03-31',15293,10238.7,'Automatic EOQ Inventory purchase',7868
3,'2002-04-25',88873,-10238.7,'Automatic payment of bills',7868
3,'2002-03-05',88873,-6117.04,'Automatic payment of bills',8425
3,'2001-12-06',29387,10522.71,'Automatic EOQ Inventory purchase',7768
3,'2002-02-26',22343,10835.05,'Automatic EOQ Inventory purchase',7843
3,'2002-02-17',29387,-3793.38,'Automatic payment of bills',8405
3,'2002-02-09',73735,11757.52,'Automatic EOQ Inventory purchase',7818
3,'2002-02-01',87295,6117.04,'Automatic EOQ Inventory purchase',8425
3,'2002-02-01',29387,-12561.98,'Automatic payment of bills',7793
3,'2002-01-14',51512,3793.38,'Automatic EOQ Inventory purchase',8405
3,'2002-01-07',51512,-2816.17,'Automatic payment of bills',8385
3,'2002-01-01',87295,12561.98,'Automatic EOQ Inventory purchase',7793
3,'2001-12-31',73735,-10522.71,'Automatic payment of bills',7768
3,'2002-03-13',73735,7181.09,'Automatic EOQ Inventory purchase',8447
3,'2000-08-25',22343,-6376.62,'Automatic payment of bills',7368
3,'2001-01-15',51512,7747.21,'Automatic EOQ Inventory purchase',7518
3,'2001-01-07',88873,8151.36,'Automatic EOQ Inventory purchase',7493
3,'2001-01-07',15293,-5285.29,'Automatic payment of bills',7468
3,'2000-12-04',51512,-5701.94,'Automatic payment of bills',7443
3,'2000-11-30',15293,5285.29,'Automatic EOQ Inventory purchase',7468
3,'2000-11-15',73735,-7412.22,'Automatic payment of bills',7418
3,'2000-10-27',51512,5701.94,'Automatic EOQ Inventory purchase',7443
3,'2001-03-10',73735,4206.54,'Automatic EOQ Inventory purchase',8209
3,'2000-08-26',15293,-8793.71,'Automatic payment of bills',7393
3,'2001-02-16',73735,-7747.21,'Automatic payment of bills',7518
3,'2000-08-02',89097,8793.71,'Automatic EOQ Inventory purchase',7393
3,'2000-07-27',29387,6376.62,'Automatic EOQ Inventory purchase',7368
3,'2000-07-04',22343,-5296.69,'Automatic payment of bills',7343
3,'2000-06-21',22343,-4673.66,'Automatic payment of bills',7318
3,'2002-05-24',88873,8594.7,'Automatic EOQ Inventory purchase',7918
3,'2000-05-26',15293,-1261.68,'Automatic payment of bills',7303
3,'2003-08-13',88873,-10390.32,'Automatic payment of bills',8820
3,'2000-06-13',51512,5296.69,'Automatic EOQ Inventory purchase',7343
3,'2000-10-04',51512,7412.22,'Automatic EOQ Inventory purchase',7418
3,'2001-05-07',15293,14205.37,'Automatic EOQ Inventory purchase',7593
3,'2001-07-14',51512,2377.57,'Automatic EOQ Inventory purchase',8288
3,'2001-06-24',88873,-13014.09,'Automatic payment of bills',7643
3,'2001-06-24',15293,-12997.93,'Automatic payment of bills',7618
3,'2001-06-14',87295,2977.32,'Automatic EOQ Inventory purchase',8268
3,'2001-06-05',29387,-3800.53,'Automatic payment of bills',8248
3,'2001-06-04',89097,13014.09,'Automatic EOQ Inventory purchase',7643
3,'2001-06-04',87295,-14205.37,'Automatic payment of bills',7593
3,'2001-05-30',87295,12997.93,'Automatic EOQ Inventory purchase',7618
3,'2001-02-06',29387,5285.29,'Automatic refund for overpayment',7468
3,'2001-05-08',22343,3800.53,'Automatic EOQ Inventory purchase',8248
3,'2001-02-12',15293,-8151.36,'Automatic payment of bills',7493
3,'2001-04-09',87295,2520.92,'Automatic EOQ Inventory purchase',8229
3,'2001-04-09',87295,-4206.54,'Automatic payment of bills',8209
3,'2001-04-04',22343,-4123.73,'Automatic payment of bills',7568
3,'2001-03-17',87295,-230.93,'Automatic payment of bills',8189
3,'2001-03-16',89097,-7463.9,'Automatic payment of bills',7543
3,'2001-03-04',15293,4123.73,'Automatic EOQ Inventory purchase',7568
3,'2001-02-16',88873,7463.9,'Automatic EOQ Inventory purchase',7543
3,'2001-07-16',22343,-2977.32,'Automatic payment of bills',8268
3,'2001-05-12',51512,-2520.92,'Automatic payment of bills',8229
3,'2004-01-04',29387,-13915.14,'Automatic payment of bills',8947
3,'2004-05-12',51512,9744.88,'Automatic EOQ Inventory purchase',9078
3,'2004-05-03',29387,-12813.05,'Automatic payment of bills',9051
3,'2004-04-04',29387,12813.05,'Automatic EOQ Inventory purchase',9051
3,'2004-04-01',51512,-15764.71,'Automatic payment of bills',9025
3,'2004-03-10',87295,-13196.91,'Automatic payment of bills',8999
3,'2004-03-02',88873,15764.71,'Automatic EOQ Inventory purchase',9025
3,'2004-02-15',22343,-16375,'Automatic payment of bills',8973
3,'2003-07-12',87295,10390.32,'Automatic EOQ Inventory purchase',8820
3,'2004-01-15',22343,16375,'Automatic EOQ Inventory purchase',8973
3,'2004-07-04',89097,-8100.4,'Automatic payment of bills',9105
3,'2003-12-08',15293,-6191.45,'Automatic payment of bills',8921
3,'2003-12-07',87295,13915.14,'Automatic EOQ Inventory purchase',8947
3,'2003-11-10',88873,6191.45,'Automatic EOQ Inventory purchase',8921
3,'2003-11-08',88873,-4223.8,'Automatic payment of bills',8895
3,'2003-10-07',22343,4223.8,'Automatic EOQ Inventory purchase',8895
3,'2003-10-06',89097,-7020.92,'Automatic payment of bills',8870
3,'2003-09-12',87295,7020.92,'Automatic EOQ Inventory purchase',8870
3,'2003-09-05',87295,-5515.82,'Automatic payment of bills',8845
3,'2004-02-05',87295,13196.91,'Automatic EOQ Inventory purchase',8999
3,'2004-11-14',88873,-3868.42,'Automatic payment of bills',9215
3,'2000-05-18',73735,4673.66,'Automatic EOQ Inventory purchase',7318
3,'1996-09-06',87295,21351.06,'Automatic EOQ Inventory purchase',571
3,'2005-03-26',29387,-9485.74,'Automatic payment of bills',9327
3,'2005-02-20',73735,9485.74,'Automatic EOQ Inventory purchase',9327
3,'2005-02-05',88873,-11968.79,'Automatic payment of bills',9299
3,'2005-01-14',88873,-10830.35,'Automatic payment of bills',9271
3,'2005-01-08',88873,11968.79,'Automatic EOQ Inventory purchase',9299
3,'2004-12-15',88873,10830.35,'Automatic EOQ Inventory purchase',9271
3,'2004-06-05',87295,8100.4,'Automatic EOQ Inventory purchase',9105
3,'2004-11-14',51512,5835.1,'Automatic EOQ Inventory purchase',9243
3,'2004-06-08',22343,-9744.88,'Automatic payment of bills',9078
3,'2004-10-13',51512,3868.42,'Automatic EOQ Inventory purchase',9215
3,'2004-10-10',29387,-10579.95,'Automatic payment of bills',9187
3,'2004-09-09',29387,10579.95,'Automatic EOQ Inventory purchase',9187
3,'2004-09-06',29387,-7977.85,'Automatic payment of bills',9159
3,'2004-08-05',22343,-7174.87,'Automatic payment of bills',9132
3,'2004-08-02',51512,7977.85,'Automatic EOQ Inventory purchase',9159
3,'2004-07-04',51512,7174.87,'Automatic EOQ Inventory purchase',9132
3,'2003-06-09',29387,15464.71,'Automatic EOQ Inventory purchase',8795
3,'2004-12-14',87295,-5835.1,'Automatic payment of bills',9243
3,'2002-08-10',73735,11184.16,'Automatic EOQ Inventory purchase',8558
3,'2003-08-09',51512,5515.82,'Automatic EOQ Inventory purchase',8845
6,'1994-05-16',73735,-2740.8,'Automatic payment of bills',49
6,'1995-05-31',15293,-2738.23,'Automatic payment of bills',302
6,'1994-04-20',22343,2740.8,'Automatic EOQ Inventory purchase',49
6,'1994-10-02',87295,2670.23,'Automatic EOQ Inventory purchase',134
6,'1994-03-18',87295,-48.56,'Automatic payment of bills',37
6,'1994-03-04',88873,2081.44,'Automatic EOQ Inventory purchase',43
6,'1994-03-03',88873,-2441.5,'Automatic payment of bills',6
6,'1994-02-17',51512,48.56,'Automatic EOQ Inventory purchase',37
6,'1994-02-04',87295,-25567,'Automatic payment of bills',6
6,'1994-01-01',87295,28008.5,'Initial Purchase for startup',6
6,'1999-10-08',87295,-2669.84,'Automatic payment of bills',1293
6,'1994-05-14',73735,2264.61,'Automatic EOQ Inventory purchase',59
6,'1995-02-02',22343,226.12,'Automatic EOQ Inventory purchase',235
6,'1994-12-05',15293,3160.27,'Automatic EOQ Inventory purchase',170
6,'1995-04-17',22343,-3459.32,'Automatic payment of bills',268
6,'1995-04-10',22343,3382.97,'Automatic EOQ Inventory purchase',285
6,'1995-03-20',29387,-2673.1,'Automatic payment of bills',251
6,'1995-03-19',73735,3459.32,'Automatic EOQ Inventory purchase',268
6,'1995-03-09',22343,-226.12,'Automatic payment of bills',235
6,'1995-03-06',22343,-3160.27,'Automatic payment of bills',170
6,'1994-09-10',89097,2692.18,'Automatic EOQ Inventory purchase',116
6,'1995-02-04',87295,3160.27,'Automatic refund for overpayment',170
6,'1994-09-11',29387,-3563.07,'Automatic payment of bills',98
6,'1995-02-01',15293,-2634.68,'Automatic payment of bills',188
6,'1995-01-05',15293,-3160.27,'Automatic payment of bills',170
6,'1995-01-04',15293,2634.68,'Automatic EOQ Inventory purchase',188
6,'1994-12-08',15293,-2614.77,'Automatic payment of bills',152
6,'1994-11-08',87295,2614.77,'Automatic EOQ Inventory purchase',152
6,'2000-01-16',87295,6631.02,'Automatic EOQ Inventory purchase',7242
6,'1994-10-09',51512,-2692.18,'Automatic payment of bills',116
6,'1995-05-10',51512,-3382.97,'Automatic payment of bills',285
6,'1995-02-15',51512,2673.1,'Automatic EOQ Inventory purchase',251
6,'1998-10-12',15293,5280.32,'Automatic EOQ Inventory purchase',1060
6,'1999-02-09',22343,1066.85,'Automatic refund for overpayment',1100
6,'1999-02-04',51512,477.74,'Automatic EOQ Inventory purchase',1118
6,'1999-01-12',89097,2934.85,'Automatic EOQ Inventory purchase',8143
6,'1999-01-12',29387,-1066.85,'Automatic payment of bills',1100
6,'1998-12-14',22343,1066.85,'Automatic EOQ Inventory purchase',1100
6,'1998-12-14',88873,-4763.32,'Automatic payment of bills',1080
6,'1998-12-10',88873,1359.37,'Automatic EOQ Inventory purchase',8123
6,'1998-06-20',51512,4852.73,'Automatic EOQ Inventory purchase',980
6,'1998-11-05',89097,-5280.32,'Automatic payment of bills',1060
6,'1999-03-11',73735,-477.74,'Automatic payment of bills',1118
6,'1998-09-30',51512,-4858.27,'Automatic payment of bills',1040
6,'1998-09-12',51512,-4942.56,'Automatic payment of bills',1020
6,'1998-09-03',51512,4858.27,'Automatic EOQ Inventory purchase',1040
6,'1998-08-08',87295,4942.56,'Automatic EOQ Inventory purchase',1020
6,'1998-07-31',88873,-4343.39,'Automatic payment of bills',1000
6,'1998-07-21',73735,-4852.73,'Automatic payment of bills',980
6,'1998-07-06',73735,4343.39,'Automatic EOQ Inventory purchase',1000
6,'1998-11-11',51512,4763.32,'Automatic EOQ Inventory purchase',1080
6,'1999-08-11',88873,5107.08,'Automatic EOQ Inventory purchase',1268
6,'1994-11-01',73735,-2670.23,'Automatic payment of bills',134
6,'1996-12-10',22343,5636.36,'Automatic EOQ Inventory purchase',625
6,'2000-01-12',87295,4933.94,'Automatic EOQ Inventory purchase',1392
6,'1999-12-19',29387,4224.97,'Automatic EOQ Inventory purchase',1367
6,'1999-12-04',88873,-3463.97,'Automatic payment of bills',1342
6,'1999-11-15',22343,-2314.32,'Automatic payment of bills',1318
6,'1999-11-01',73735,3463.97,'Automatic EOQ Inventory purchase',1342
6,'1999-02-11',29387,1204.25,'Automatic EOQ Inventory purchase',8163
6,'1999-09-15',22343,-5107.08,'Automatic payment of bills',1268
6,'1999-03-08',22343,4716.47,'Automatic EOQ Inventory purchase',1143
6,'1999-07-29',22343,-5685.69,'Automatic payment of bills',1243
6,'1999-07-12',29387,-5294.11,'Automatic payment of bills',1218
6,'1999-06-15',51512,-6157.15,'Automatic payment of bills',1193
6,'1999-05-14',73735,6157.15,'Automatic EOQ Inventory purchase',1193
6,'1999-05-13',15293,-5521.5,'Automatic payment of bills',1168
6,'1999-04-14',88873,5521.5,'Automatic EOQ Inventory purchase',1168
6,'1999-04-05',51512,-4716.47,'Automatic payment of bills',1143
6,'1999-06-10',89097,5294.11,'Automatic EOQ Inventory purchase',1218
6,'1999-10-14',15293,2314.32,'Automatic EOQ Inventory purchase',1318
6,'1997-03-07',51512,-5636.36,'Automatic payment of bills',625
6,'1997-08-03',51512,3456.43,'Automatic EOQ Inventory purchase',780
6,'1997-07-13',88873,3253.04,'Automatic EOQ Inventory purchase',760
6,'1997-07-03',87295,-3315.58,'Automatic payment of bills',740
6,'1997-06-03',22343,3315.58,'Automatic EOQ Inventory purchase',740
6,'1997-06-02',73735,-3221.18,'Automatic payment of bills',720
6,'1997-05-14',88873,-3297.46,'Automatic payment of bills',700
6,'1997-05-04',22343,3221.18,'Automatic EOQ Inventory purchase',720
6,'1997-08-05',88873,-3253.04,'Automatic payment of bills',760
6,'1997-04-04',51512,-2357.29,'Automatic payment of bills',680
6,'1997-03-17',73735,-3373.13,'Automatic payment of bills',659
