'CUSTOMERID',TRANSACTIONDATE,'EMPLOYEEID','AMOUNT','DESCRIPTION','REFERENCE'
120,'1994-11-20',89097,1660,'Order was shipped',96
120,'1994-12-22',51512,-1660,'Single/final payment for purchase',96
121,'1994-08-17',51512,-1513.75,'Single/final payment for purchase',338
121,'1997-07-06',34192,-1434.19,'Monthly payment #1',4647
121,'1997-05-02',87295,2868.39,'Order was shipped',4647
121,'1994-07-16',87295,1527.5,'Order was shipped',338
121,'1997-08-03',51512,-1447.94,'Monthly payment #2',4647
121,'2002-06-15',15293,3430.19,'Order was shipped',20932
121,'2002-07-14',51512,-3430.19,'Single/final payment for purchase',20932
122,'1994-06-11',87295,2508,'Order was shipped',75
122,'1994-07-17',51512,-2508,'Single/final payment for purchase',75
123,'1994-09-27',51512,1734,'Order was shipped',181
123,'1994-10-29',51512,-1734,'Single/final payment for purchase',181
124,'1994-01-10',51512,1633.5,'Order was shipped',129
124,'1994-02-14',51512,-1633.5,'Single/final payment for purchase',129
126,'1994-09-18',51512,-1872,'Single/final payment for purchase',92
126,'1994-08-18',15293,1872,'Order was shipped',92
127,'1997-09-20',89097,3734.5,'Order was shipped',4736
127,'1994-10-10',51512,-1645,'Single/final payment for purchase',278
127,'1997-10-26',51512,-3734.5,'Single/final payment for purchase',4736
127,'1994-09-10',87295,1645,'Order was shipped',278
128,'1994-12-11',51512,-2693.5,'Single/final payment for purchase',180
128,'1994-11-06',89097,2693.5,'Order was shipped',180
130,'1994-05-08',29387,2826,'Order was shipped',146
130,'1994-06-09',51512,-2826,'Single/final payment for purchase',146
131,'1994-12-22',87295,1671.25,'Order was shipped',207
131,'1995-01-25',51512,-1686.5,'Single/final payment for purchase',207
131,'1997-04-07',87295,2432.5,'Order was shipped',4459
131,'1997-05-08',51512,-2417.25,'Single/final payment for purchase',4459
131,'2003-12-12',89097,5078.5,'Order was shipped',25156
131,'2004-01-14',51512,-5078.5,'Single/final payment for purchase',25156
132,'1994-12-01',51512,-1890.01,'Single/final payment for purchase',49
132,'1994-11-02',51512,1890,'Order was shipped',49
133,'1994-06-15',51512,1320,'Order was shipped',55
133,'1994-07-19',51512,-1320,'Single/final payment for purchase',55
135,'1994-04-14',15293,1540,'Order was shipped',101
135,'1994-05-17',51512,-1540,'Single/final payment for purchase',101
136,'1994-02-02',87295,1792.5,'Order was shipped',236
136,'1994-03-05',51512,-1792.5,'Single/final payment for purchase',236
137,'1994-12-05',29387,3546.12,'Order was shipped',941
137,'1994-05-23',51512,-1946.05,'Single/final payment for purchase',56
137,'1995-05-09',46583,-886.53,'Monthly payment #4',941
137,'1995-04-06',51512,-886.53,'Monthly payment #3',941
137,'1995-02-06',98766,-886.53,'Monthly payment #1',941
137,'1994-04-20',87295,1946.05,'Order was shipped',56
137,'1995-03-11',51512,-886.53,'Monthly payment #2',941
138,'1998-05-19',29387,-567.26,'Monthly payment #4',4360
138,'2002-02-04',51512,-2402,'Single/final payment for purchase',20121
138,'1998-07-20',51512,-567.26,'Monthly payment #6',4360
138,'1998-08-15',29387,-567.24,'Monthly payment #7',4360
138,'1998-06-14',46583,-567.26,'Monthly payment #5',4360
138,'1998-03-17',15293,-567.26,'Monthly payment #2',4360
138,'1998-02-13',51512,-567.26,'Monthly payment #1',4360
138,'2002-01-05',15293,2402,'Order was shipped',20121
138,'1997-12-13',29387,3970.8,'Order was shipped',4360
138,'1994-05-01',46583,-1978,'Single/final payment for purchase',217
138,'1994-03-30',15293,1978,'Order was shipped',217
138,'1998-04-15',29387,-567.26,'Monthly payment #3',4360
139,'1994-02-13',15293,2003.27,'Order was shipped',291
139,'1994-03-15',46583,-2003.27,'Single/final payment for purchase',291
141,'1995-01-01',46583,-2163.5,'Single/final payment for purchase',230
141,'1994-11-30',87295,2163.5,'Order was shipped',230
143,'1994-04-04',89097,1872,'Order was shipped',318
143,'1994-05-06',46583,-1872,'Single/final payment for purchase',318
146,'1994-10-26',87295,-715.25,'Monthly payment #4',177
146,'1994-07-24',87295,-715.25,'Monthly payment #1',177
146,'1994-11-25',51512,-715.25,'Monthly payment #5',177
146,'1994-08-22',34192,-641,'Monthly payment #2',177
146,'1994-05-22',51512,3502,'Order was shipped',177
146,'1994-09-23',46583,-715.25,'Monthly payment #3',177
147,'1994-08-22',15293,3330,'Order was shipped',260
147,'1994-09-23',51512,-3330,'Single/final payment for purchase',260
148,'1994-01-29',89097,2358,'Order was shipped',330
148,'1994-03-04',51512,-2358,'Single/final payment for purchase',330
150,'1994-03-12',15293,2384.2,'Order was shipped',766
150,'1994-04-13',51512,-2384.2,'Single/final payment for purchase',766
150,'1994-08-01',51512,3060,'Order was shipped',228
150,'1994-09-01',51512,-3060,'Single/final payment for purchase',228
152,'1995-03-30',89097,-215.03,'Monthly payment #5',82
152,'1994-09-30',89097,1532.8,'Order was shipped',82
152,'1995-04-30',15293,-215.03,'Monthly payment #6',82
152,'1995-05-31',15293,-215.0199,'Monthly payment #7',82
152,'1995-01-28',89097,-215.03,'Monthly payment #3',82
152,'1994-12-03',98766,-215.03,'Monthly payment #1',82
152,'1995-01-04',29387,-242.63,'Monthly payment #2',82
152,'1995-03-05',46583,-215.03,'Monthly payment #4',82
153,'1994-12-15',29387,3144.64,'Order was shipped',335
153,'1995-02-16',98766,-1013.31,'Monthly payment #1',335
153,'1995-03-21',29387,-1065.67,'Monthly payment #2',335
153,'1995-04-17',15293,-1065.66,'Monthly payment #3',335
155,'1994-04-08',51512,-952.01,'Monthly payment #2',806
155,'1995-04-03',98766,-447.34,'Monthly payment #3',185
155,'1995-01-31',15293,-447.33,'Monthly payment #2',185
155,'1994-12-28',15293,-447.33,'Monthly payment #1',185
155,'1994-10-25',29387,1357,'Order was shipped',185
155,'1994-05-11',29387,-952.01,'Monthly payment #3',806
155,'1994-03-12',51512,-952.02,'Monthly payment #1',806
155,'1994-02-13',34192,-2632.58,'Single/final payment for purchase',994
155,'1994-01-10',15293,2617.55,'Order was shipped',994
155,'1994-01-08',89097,3808.03,'Order was shipped',806
155,'1994-06-12',34192,-951.99,'Monthly payment #4',806
156,'2002-07-04',87295,-436.63,'Monthly payment #1',20827
156,'2003-01-05',46583,-436.63,'Monthly payment #7',20827
156,'2002-12-06',87295,-436.63,'Monthly payment #6',20827
156,'2002-11-06',89097,-436.63,'Monthly payment #5',20827
156,'2002-10-06',89097,-436.63,'Monthly payment #4',20827
156,'2003-02-09',29387,-436.5903,'Monthly payment #8',20827
156,'2002-08-04',15293,-436.63,'Monthly payment #2',20827
156,'1997-08-21',29387,-2873.5,'Single/final payment for purchase',4683
156,'1997-07-19',89097,2873.5,'Order was shipped',4683
156,'1994-07-07',34192,-488.9999,'Monthly payment #4',311
156,'1994-06-07',87295,-488.98,'Monthly payment #3',311
156,'1994-05-07',87295,-488.98,'Monthly payment #2',311
156,'1994-04-06',34192,-466.79,'Monthly payment #1',311
156,'1994-02-05',29387,1933.75,'Order was shipped',311
156,'2002-09-05',15293,-436.63,'Monthly payment #3',20827
156,'2002-05-04',29387,3493,'Order was shipped',20827
158,'1994-01-19',87295,2693.5,'Order was shipped',68
158,'1994-02-19',34192,-2693.5,'Single/final payment for purchase',68
163,'1994-12-26',89097,3483.2,'Order was shipped',125
163,'1995-01-27',34192,-3483.2,'Single/final payment for purchase',125
163,'1994-04-29',34192,-2481.8,'Single/final payment for purchase',943
163,'1994-03-24',51512,2481.8,'Order was shipped',943
164,'1994-07-14',34192,-588.67,'Monthly payment #1',166
164,'1994-08-11',51512,-588.67,'Monthly payment #2',166
164,'1994-09-09',51512,-588.66,'Monthly payment #3',166
164,'1997-03-23',15293,2868.39,'Order was shipped',4255
164,'1997-04-21',29387,-2868.38,'Single/final payment for purchase',4255
164,'1994-05-07',15293,1766,'Order was shipped',166
165,'1994-08-22',89097,1382.5,'Order was shipped',97
165,'1994-09-25',51512,-1407.5,'Single/final payment for purchase',97
165,'1997-07-11',29387,3199,'Order was shipped',4281
165,'1997-08-12',29387,-3174,'Single/final payment for purchase',4281
167,'1994-04-28',87295,-1229.5,'Monthly payment #1',764
167,'1994-05-30',15293,-1229.5,'Monthly payment #2',764
167,'1994-09-20',15293,-1645,'Single/final payment for purchase',227
167,'1994-01-13',51512,3603.5,'Order was shipped',877
167,'1994-03-16',87295,-1801.75,'Monthly payment #1',877
167,'1994-08-18',51512,1645,'Order was shipped',227
167,'1994-02-25',87295,2459,'Order was shipped',764
167,'1994-04-16',46583,-1801.75,'Monthly payment #2',877
168,'1994-02-24',29387,2294.25,'Order was shipped',322
168,'1994-03-27',15293,-2294.25,'Single/final payment for purchase',322
169,'1994-10-02',51512,1370,'Order was shipped',218
169,'1994-11-29',15293,-3995,'Single/final payment for purchase',786
169,'1994-10-29',87295,3995,'Order was shipped',786
169,'1994-05-19',15293,-3680,'Single/final payment for purchase',773
169,'1994-04-13',87295,3745,'Order was shipped',773
169,'1994-11-08',15293,-1435,'Single/final payment for purchase',218
170,'1994-04-25',15293,3538.11,'Order was shipped',238
170,'1994-05-28',15293,-3538.14,'Single/final payment for purchase',238
171,'1994-01-26',87295,2312,'Order was shipped',1012
171,'1994-11-25',87295,3963.84,'Order was shipped',1046
171,'1995-01-14',29387,-1068.5,'Monthly payment #1',280
171,'1995-02-14',51512,-1068.5,'Monthly payment #2',280
171,'1994-12-31',51512,-3983.34,'Single/final payment for purchase',1046
171,'1994-11-09',51512,2156.5,'Order was shipped',280
171,'1994-10-08',15293,-3039.6,'Single/final payment for purchase',984
171,'1994-02-28',15293,-2312,'Single/final payment for purchase',1012
171,'1994-09-08',87295,3039.6,'Order was shipped',984
176,'2002-01-31',34192,-558.63,'Monthly payment #1',19872
176,'2002-07-28',89097,-558.63,'Monthly payment #7',19872
176,'1994-06-14',51512,3563,'Order was shipped',1027
176,'2002-06-26',46583,-558.63,'Monthly payment #6',19872
176,'2002-08-27',29387,-558.5903,'Monthly payment #8',19872
176,'2002-06-02',98766,-648.63,'Monthly payment #5',19872
176,'2002-04-27',87295,-558.63,'Monthly payment #4',19872
176,'2002-04-01',98766,-558.63,'Monthly payment #3',19872
176,'2002-03-03',51512,-558.63,'Monthly payment #2',19872
176,'1997-07-02',51512,-1460.69,'Monthly payment #2',4280
176,'1997-06-03',87295,-1460.69,'Monthly payment #1',4280
176,'1997-04-01',89097,2921.39,'Order was shipped',4280
176,'1997-03-31',29387,-2518.59,'Single/final payment for purchase',4538
176,'1997-02-25',29387,2518.6,'Order was shipped',4538
176,'1994-06-15',51512,-3160.02,'Single/final payment for purchase',142
176,'1994-05-13',15293,3250,'Order was shipped',142
176,'1994-07-16',51512,-3563,'Single/final payment for purchase',1027
176,'2001-11-29',51512,4469,'Order was shipped',19872
178,'1994-08-10',51512,-1819.02,'Single/final payment for purchase',190
178,'2001-12-13',87295,4437.2,'Order was shipped',19943
178,'1994-07-06',87295,1819,'Order was shipped',190
178,'2002-01-13',29387,-4437.19,'Single/final payment for purchase',19943
180,'1994-07-18',51512,1870,'Order was shipped',294
180,'1994-08-22',51512,-1870,'Single/final payment for purchase',294
180,'1997-06-09',15293,3940,'Order was shipped',4295
180,'1997-07-10',51512,-3940,'Single/final payment for purchase',4295
180,'2002-12-19',87295,3710,'Order was shipped',21930
180,'2003-01-25',29387,-3710,'Single/final payment for purchase',21930
181,'2002-04-25',34192,-736.75,'Monthly payment #2',19936
181,'2002-03-27',89097,-724.25,'Monthly payment #1',19936
181,'2002-05-22',15293,-736.75,'Monthly payment #3',19936
181,'1994-12-08',51512,-1395,'Single/final payment for purchase',221
181,'1994-11-11',51512,1382.5,'Order was shipped',221
181,'2001-12-20',29387,2947,'Order was shipped',19936
181,'2002-06-22',98766,-736.75,'Monthly payment #4',19936
184,'1994-03-14',15293,2258.73,'Order was shipped',288
184,'1994-05-19',46583,-325,'Monthly payment #1',288
184,'1994-06-19',34192,-325,'Monthly payment #2',288
184,'1994-07-14',51512,-308.73,'Monthly payment #3',288
184,'1994-08-16',89097,-325,'Monthly payment #4',288
184,'1994-09-15',46583,-325,'Monthly payment #5',288
184,'1994-10-12',15293,-325,'Monthly payment #6',288
184,'1994-11-16',46583,-325,'Monthly payment #7',288
192,'1994-06-02',51512,2490.5,'Order was shipped',911
192,'1994-12-04',46583,-1561,'Single/final payment for purchase',154
192,'1994-07-03',46583,-2469.51,'Single/final payment for purchase',911
192,'1994-10-28',15293,1540,'Order was shipped',154
193,'1994-09-16',29387,1929.38,'Order was shipped',320
193,'1994-10-21',46583,-1929.38,'Single/final payment for purchase',320
194,'1994-06-05',29387,1427.88,'Order was shipped',332
544,'1994-11-03',34192,-3573.6,'Single/final payment for purchase',902
545,'1994-09-27',89097,-3557.4,'Single/final payment for purchase',367
545,'1997-11-14',51512,2847.19,'Order was shipped',4481
545,'1997-12-14',29387,-2847.19,'Single/final payment for purchase',4481
545,'1994-08-28',51512,3557.4,'Order was shipped',367
546,'1994-07-19',87295,3928.4,'Order was shipped',368
546,'1994-08-24',34192,-3928.4,'Single/final payment for purchase',368
547,'1994-07-26',34192,-3788.2,'Single/final payment for purchase',808
547,'1994-09-24',51512,2451.6,'Order was shipped',369
547,'1994-06-25',15293,3788.2,'Order was shipped',808
547,'1994-06-24',34192,-2488.2,'Single/final payment for purchase',935
547,'1994-05-24',87295,2488.2,'Order was shipped',935
547,'1994-10-27',34192,-2451.6,'Single/final payment for purchase',369
548,'1994-04-02',51512,2327.8,'Order was shipped',370
548,'1994-05-08',34192,-2327.8,'Single/final payment for purchase',370
549,'1994-06-05',15293,2030,'Order was shipped',371
549,'1994-07-12',34192,-2030,'Single/final payment for purchase',371
550,'1994-11-18',34192,-2579.5,'Single/final payment for purchase',372
550,'1997-12-25',29387,-3440.5,'Single/final payment for purchase',4722
550,'1997-11-21',87295,3440.5,'Order was shipped',4722
550,'1994-09-12',34192,-3435.52,'Single/final payment for purchase',970
550,'1994-08-14',29387,3435.5,'Order was shipped',970
550,'1994-10-14',87295,2579.5,'Order was shipped',372
551,'1994-08-03',34192,-3225,'Single/final payment for purchase',907
551,'2003-03-05',15293,-3680,'Single/final payment for purchase',22047
551,'2003-02-03',89097,3680,'Order was shipped',22047
551,'1999-02-23',89097,-810,'Monthly payment #2',8374
551,'1998-11-10',29387,1620,'Order was shipped',8374
551,'1994-07-02',87295,3225,'Order was shipped',907
551,'1994-07-01',34192,-3395,'Single/final payment for purchase',956
551,'1994-06-02',89097,3395,'Order was shipped',956
551,'1994-03-22',34192,-4250,'Single/final payment for purchase',373
551,'1994-02-18',87295,4250,'Order was shipped',373
551,'1999-02-04',34192,-810,'Monthly payment #1',8374
552,'1995-01-13',89097,-656.5,'Monthly payment #4',374
552,'1995-02-14',46583,-656.5,'Monthly payment #5',374
552,'2005-01-21',15293,-3748.19,'Single/final payment for purchase',28022
552,'2004-12-21',51512,3748.19,'Order was shipped',28022
552,'1994-12-14',51512,-656.5,'Monthly payment #3',374
552,'1994-07-12',29387,3939,'Order was shipped',374
552,'1994-11-11',46583,-656.5,'Monthly payment #2',374
552,'1994-09-14',46583,-656.5,'Monthly payment #1',374
552,'1995-03-17',46583,-656.5,'Monthly payment #6',374
553,'1994-09-05',89097,-751.76,'Monthly payment #4',375
553,'1994-10-06',89097,-751.76,'Monthly payment #5',375
553,'1994-08-04',29387,-751.76,'Monthly payment #3',375
553,'1994-07-08',87295,-751.76,'Monthly payment #2',375
553,'1994-06-07',15293,-751.78,'Monthly payment #1',375
553,'1994-04-02',89097,3758.8,'Order was shipped',375
554,'1994-07-13',89097,-4155,'Single/final payment for purchase',792
554,'1994-11-14',87295,4060,'Order was shipped',376
554,'1994-12-19',89097,-4060,'Single/final payment for purchase',376
554,'1994-06-11',87295,4155,'Order was shipped',792
555,'1994-06-21',34192,-1974.8,'Monthly payment #2',377
555,'1994-03-12',15293,3949.6,'Order was shipped',377
555,'1994-05-20',87295,-1974.82,'Monthly payment #1',377
556,'2001-12-22',51512,3881,'Order was shipped',20067
556,'2002-01-19',15293,-3881,'Single/final payment for purchase',20067
556,'1994-04-08',15293,3046.7,'Order was shipped',378
556,'1994-05-08',34192,-3046.7,'Single/final payment for purchase',378
557,'1994-05-15',89097,2430,'Order was shipped',379
557,'1994-06-16',34192,-2430,'Single/final payment for purchase',379
557,'1997-04-12',51512,2690,'Order was shipped',4581
557,'1997-05-18',29387,-2690,'Single/final payment for purchase',4581
558,'1994-04-04',89097,-1274,'Monthly payment #1',380
558,'2004-01-29',15293,-5246.5,'Single/final payment for purchase',25211
558,'2003-12-28',87295,5246.5,'Order was shipped',25211
558,'1998-03-03',89097,-2065,'Single/final payment for purchase',8272
558,'1998-01-24',51512,2065,'Order was shipped',8272
558,'1997-12-26',29387,-2821,'Single/final payment for purchase',4400
558,'1994-05-02',15293,-1274,'Monthly payment #2',380
558,'1994-01-29',51512,2548,'Order was shipped',380
558,'1997-11-27',51512,2821,'Order was shipped',4400
559,'1994-04-13',15293,-3380,'Single/final payment for purchase',381
559,'1994-03-09',51512,3380,'Order was shipped',381
560,'1994-11-01',15293,-1946.2,'Single/final payment for purchase',382
560,'1994-10-01',87295,1946.2,'Order was shipped',382
561,'1994-07-14',87295,-333.2,'Monthly payment #5',383
561,'2002-12-12',15293,-2900.19,'Single/final payment for purchase',21823
561,'1994-08-16',34192,-333.2,'Monthly payment #6',383
561,'1994-06-15',34192,-333.2,'Monthly payment #4',383
561,'1994-05-16',51512,-333.2,'Monthly payment #3',383
561,'1994-04-16',15293,-333.2,'Monthly payment #2',383
561,'1994-03-19',29387,-333.2,'Monthly payment #1',383
561,'1994-01-14',51512,1999.2,'Order was shipped',383
561,'2002-11-12',87295,2900.19,'Order was shipped',21823
562,'1997-04-24',51512,-1093.93,'Monthly payment #1',4745
562,'1994-11-28',15293,-1245.87,'Monthly payment #2',384
562,'2002-03-28',15293,-4606.78,'Single/final payment for purchase',20440
562,'2002-02-24',29387,4606.79,'Order was shipped',20440
